Categories,Correctness,Run,L1_ExtremaSum,L2_ExtremaSum,Categorical_Acc,Numerical_Acc,OneHotEncoding_Acc,BinaryEncoding_Acc,Categorical_Time,Numerical_Time,OneHotEncoding_Time,BinaryEncoding_Time
8,2,104,1,1,1,1,1,1,0.004892835,0.003790688,0.004750014,0.007931286
8,2,105,1,1,1,1,1,1,0.005385972,0.003631698,0.006594023,0.0078141995
8,2,106,3,3,1,1,1,0.75,0.003243656,0.00315958,0.004574317,0.006105871
8,2,107,4,4,1,1,1,1,0.003148262,0.003389441,0.00736822,0.011832861
8,2,108,3,3,1,1,1,0.75,0.003149879,0.00332342,0.005392978,0.0060258375
8,2,109,4,4,1,1,1,1,0.003444683,0.003208624,0.00615505,0.0095366755
8,2,110,2,2,1,1,1,1,0.003684246,0.003659184,0.00673846,0.0066174665
8,2,111,3,3,1,1,1,0.75,0.003527681,0.00515126,0.006689417,0.0070420225
8,2,112,5,5,1,1,1,0.75,0.003570258,0.003559479,0.00548918,0.0070346115
8,2,113,2,2,1,1,1,1,0.003195689,0.003153651,0.00488017,0.008460936
8,2,114,1,1,1,1,1,0.75,0.003197307,0.00313883,0.005313753,0.0091611635
8,2,115,6,6,1,1,1,0.75,0.003304017,0.003242309,0.007030301,0.0066012985
8,2,116,2,2,1,1,1,1,0.004687227,0.003765896,0.004742468,0.007552675
8,2,117,5,5,1,1,1,0.75,0.005248001,0.003948868,0.004916009,0.0069169865
8,2,118,4,4,1,1,1,1,0.004222115,0.005583766,0.007187673,0.00866641
8,2,119,4,4,1,1,1,1,0.003178443,0.003249315,0.005390014,0.007324835
8,2,120,1,1,1,1,1,1,0.003335008,0.003339858,0.005551429,0.006962528
8,2,121,3,3,1,1,1,0.75,0.003301054,0.003305365,0.004766451,0.00736337
8,2,122,3,3,1,1,1,0.75,0.003636009,0.003619032,0.005634427,0.010128035
8,2,123,1,1,1,1,1,0.75,0.003722779,0.003679395,0.005909289,0.0069954035
8,2,124,3,3,1,1,1,0.75,0.003915993,0.003618225,0.005145601,0.0102934925
8,2,125,1,1,1,1,1,0.75,0.003611218,0.003201887,0.005464658,0.0064913525
8,2,126,2,2,1,1,1,1,0.003749727,0.003634123,0.004670249,0.007927648
8,2,127,1,1,1,1,1,0.75,0.00372251,0.004312927,0.006241282,0.0067623095
8,2,128,3,3,1,1,1,0.75,0.003530645,0.005646553,0.00472145,0.0066710915
8,2,129,3,3,1,1,1,0.75,0.00345115,0.005376001,0.004588329,0.00666705
8,2,130,5,5,1,1,1,0.75,0.003816827,0.005131049,0.005443639,0.006935581
8,2,131,1,1,1,1,1,1,0.005749492,0.003653795,0.004728725,0.0093806505
8,2,132,1,1,1,1,1,1,0.004139117,0.003839192,0.004434729,0.006914831
8,2,133,2,2,1,1,1,0.75,0.004272237,0.003754308,0.007158031,0.0068097355
8,2,134,6,6,1,1,1,0.75,0.004309963,0.003367075,0.00449563,0.007240894
8,2,135,3,3,1,1,1,0.75,0.004006266,0.003509087,0.004813879,0.0073360185
8,2,136,3,3,1,1,1,0.75,0.003454923,0.003536843,0.00393809,0.0070272015
8,2,137,2,2,1,1,1,0.75,0.003383782,0.003732751,0.004522308,0.006909172
8,2,138,6,6,1,1,1,0.75,0.003505584,0.003524448,0.004947538,0.006952018
8,2,139,3,3,1,1,1,0.75,0.003501542,0.004737888,0.005603437,0.007269054
8,2,140,5,5,1,1,1,0.75,0.005679429,0.003122932,0.005060178,0.01114193
8,2,141,3,3,1,1,1,0.75,0.005111377,0.003279496,0.004710131,0.0064714115
8,2,142,4,4,1,1,1,1,0.003351984,0.00328731,0.004928674,0.0068502915
8,2,143,3,3,1,1,1,0.75,0.003871529,0.003694485,0.005628768,0.006863631
8,2,144,3,3,1,1,1,0.75,0.00385051,0.003618494,0.004812532,0.009467421
8,2,145,1,1,1,1,1,1,0.003891471,0.003682359,0.004684801,0.0074944685
8,2,146,3,3,1,1,1,0.75,0.003174401,0.003622805,0.004780464,0.009857079
8,2,147,5,5,1,1,1,0.75,0.003302671,0.004401853,0.005670536,0.0060197745
8,2,148,4,4,1,1,1,1,0.003548969,0.003388094,0.004371404,0.0065951005
8,2,149,1,1,1,1,1,0.75,0.00296987,0.003060144,0.004331521,0.005934081
8,2,150,1,1,1,1,1,1,0.003008674,0.003019184,0.004424489,0.0059247845
8,2,151,2,2,1,1,1,0.75,0.003202965,0.00311323,0.004744894,0.0112498545
8,2,152,2,2,1,1,1,0.75,0.003627387,0.00370688,0.004877206,0.012841097
8,2,153,1,1,1,1,1,0.75,0.003638165,0.003576995,0.005678351,0.006046991
8,2,154,1,1,1,1,1,1,0.003733289,0.003791765,0.005754882,0.0074117405
8,2,155,2,2,1,1,1,1,0.003427976,0.003771285,0.004939992,0.0133017625
8,2,156,2,2,1,1,1,1,0.003209432,0.003166048,0.005121887,0.01047889
8,2,157,3,3,1,1,1,0.75,0.003188144,0.003172784,0.005201112,0.0060681445
8,2,158,1,1,1,1,1,1,0.003145567,0.004910081,0.006062889,0.007097534
8,2,159,1,1,1,1,1,1,0.003233685,0.003237727,0.004556801,0.006704507
8,2,160,3,3,1,1,1,0.75,0.003828953,0.003714696,0.004793668,0.0124526505
8,2,161,3,3,1,1,1,0.75,0.003903328,0.00392785,0.005748414,0.007180667
8,2,162,4,4,1,1,1,1,0.003891201,0.003725744,0.005287883,0.0090885405
8,2,163,2,2,1,1,1,1,0.004083066,0.004200018,0.005745719,0.006793703
8,2,164,1,1,1,1,1,1,0.003827875,0.003716043,0.004627673,0.0072918245
8,2,165,6,6,1,1,1,0.75,0.005498342,0.003491033,0.004528776,0.0095277825
8,2,166,3,3,1,1,1,0.75,0.004227504,0.003496961,0.009322443,0.009660768
8,2,167,1,1,1,1,1,0.75,0.004809298,0.003556514,0.006588094,0.007119362
8,2,168,2,2,1,1,1,1,0.004120523,0.003501542,0.004553029,0.0074366665
8,2,169,3,3,1,1,1,0.75,0.003648944,0.00487478,0.005470587,0.006668936
8,2,170,3,3,1,1,1,0.75,0.003854552,0.005773475,0.004764565,0.0071680015
8,2,171,2,2,1,1,1,0.75,0.004576742,0.003642208,0.005198418,0.006922511
8,2,172,4,4,1,1,1,1,0.003457349,0.00412753,0.006102502,0.0075656095
8,2,173,2,2,1,1,1,1,0.0045471,0.003197037,0.004327479,0.0074681955
8,2,174,1,1,1,1,1,1,0.003518518,0.004240439,0.004497247,0.0076180225
8,2,175,3,3,1,1,1,0.75,0.003642477,0.005691016,0.008253442,0.007443269
8,2,176,2,2,1,1,1,0.75,0.003396986,0.003477559,0.004454131,0.006593214
8,2,177,4,4,1,1,1,1,0.004429609,0.003488068,0.004501559,0.007575985
8,2,178,5,5,1,1,1,0.75,0.003684246,0.003679664,0.004481079,0.006843285
8,2,179,1,1,1,1,1,1,0.003316952,0.003316145,0.004702586,0.007385736
8,2,180,2,2,1,1,1,1,0.00373302,0.003618763,0.004364667,0.007772027
8,2,181,4,4,1,1,1,1,0.00371254,0.005659757,0.004568658,0.010190553
8,2,182,3,3,1,1,1,0.75,0.0037791,0.005961568,0.004636295,0.006336945
8,2,183,2,2,1,1,1,1,0.003392944,0.004382452,0.007939235,0.0075346205
8,2,184,4,4,1,1,1,1,0.003430671,0.003904944,0.004778308,0.007332246
8,2,185,6,6,1,1,1,0.75,0.003243386,0.003301323,0.005157727,0.008680153
8,2,186,4,4,1,1,1,1,0.003245542,0.004747858,0.007905551,0.0069579465
8,2,187,2,2,1,1,1,1,0.004363319,0.003126435,0.004577551,0.0079482625
8,2,188,3,3,1,1,1,0.75,0.005398637,0.003810898,0.004964245,0.0069848945
8,2,189,7,7,1,1,1,0.75,0.00371766,0.003293239,0.004723336,0.0090452895
8,2,190,5,5,1,1,1,0.75,0.003785028,0.00505371,0.004559495,0.0110833195
8,2,191,6,6,1,1,1,0.75,0.003607175,0.003463007,0.004820885,0.006840726
8,2,192,1,1,1,1,1,0.75,0.003222637,0.003674544,0.006400271,0.012115135
8,2,193,2,2,1,1,1,1,0.006807715,0.005628498,0.007483555,0.0089834455
8,2,194,2,2,1,1,1,0.75,0.004872085,0.003547892,0.005503732,0.009662655
8,2,195,3,3,1,1,1,0.75,0.006265265,0.00412187,0.005167698,0.0076445665
8,2,196,2,2,1,1,1,1,0.005605862,0.004216186,0.004728725,0.0100331805
8,2,197,5,5,1,1,1,0.75,0.005818208,0.00465435,0.004590216,0.007132431
8,2,198,6,6,1,1,1,0.75,0.00532507,0.003924346,0.004899302,0.0070180395
8,2,199,5,5,1,1,1,0.75,0.003679126,0.00296502,0.004333677,0.0054398665
8,2,200,4,4,1,1,1,1,0.003705264,0.002965558,0.004393231,0.006115168
8,2,201,2,2,1,1,1,0.75,0.003191108,0.003233685,0.00448539,0.0084901745
8,2,202,1,1,1,1,1,1,0.003275992,0.003242308,0.004456018,0.009496119
8,2,203,1,1,1,1,1,1,0.003662688,0.004060431,0.00499227,0.007283606
8,2,204,2,2,1,1,1,1,0.00360502,0.003650022,0.005641972,0.0129348735
8,2,205,3,3,1,1,1,0.75,0.00379958,0.00381521,0.004595066,0.0114896865
8,2,206,4,4,1,1,1,1,0.004004919,0.003834611,0.004482696,0.007353399
8,2,207,1,1,1,1,1,1,0.003882039,0.003488877,0.006652498,0.0080308565
8,2,208,4,4,1,1,1,1,0.004503714,0.003364649,0.004995505,0.0075476895
8,2,209,1,1,1,1,1,0.75,0.003463816,0.003259285,0.004524734,0.0065028055
8,2,210,4,4,1,1,1,1,0.00576108,0.003599091,0.00536145,0.0074884055
8,2,211,2,2,1,1,1,0.75,0.00364059,0.0044959,0.005526637,0.006993517
8,2,212,7,7,1,1,1,0.75,0.004660818,0.003865062,0.004663513,0.0069297865
8,2,213,4,4,1,1,1,1,0.004165525,0.004419909,0.005864288,0.0080493155
8,2,214,2,2,1,1,1,1,0.004585635,0.005388396,0.005701256,0.00983916
8,2,215,3,3,1,1,1,0.75,0.003582385,0.004122679,0.00453174,0.009382402
8,2,216,3,3,1,1,1,0.75,0.003763201,0.004162022,0.004801213,0.006771471
8,2,217,5,5,1,1,1,0.75,0.003546544,0.004425568,0.00465462,0.0069677825
8,2,218,4,4,1,1,1,1,0.003509357,0.005344742,0.005937046,0.0079000265
8,2,219,2,2,1,1,1,1,0.003904405,0.005122965,0.004875858,0.0102086085
8,2,220,2,2,1,1,1,0.75,0.003930006,0.003478906,0.007006317,0.009798469
8,2,221,3,3,1,1,1,0.75,0.004388919,0.00345169,0.004899033,0.006673248
8,2,222,4,4,1,1,1,1,0.003102451,0.003609871,0.005383816,0.0110691725
8,2,223,6,6,1,1,1,0.75,0.004247715,0.003370039,0.006488928,0.0073148645
8,2,224,3,3,1,1,1,0.75,0.003815749,0.004577281,0.004887714,0.007483151
8,2,225,3,3,1,1,1,0.75,0.00335926,0.003864254,0.00455222,0.00727862
8,2,226,4,4,1,1,1,1,0.003525795,0.003534418,0.00948844,0.0076964395
8,2,227,2,2,1,1,1,1,0.004676717,0.003427975,0.00436817,0.007704119
8,2,228,3,3,1,1,1,0.75,0.005843269,0.005252313,0.00520273,0.007342082
8,2,229,2,2,1,1,1,1,0.004285711,0.004034022,0.004923285,0.0077710835
8,2,230,4,4,1,1,1,1,0.003873416,0.003552203,0.007522089,0.0079601195
8,2,231,4,4,1,1,1,1,0.003760237,0.004222385,0.005679159,0.007080018
8,2,232,1,1,1,1,1,0.75,0.003341475,0.004524464,0.005022182,0.0065297525
8,2,233,1,1,1,1,1,1,0.005118384,0.003155538,0.005461693,0.0069420475
8,2,234,1,1,1,1,1,1,0.003403723,0.003820868,0.005254468,0.010718587
8,2,235,1,1,1,1,1,0.75,0.003472169,0.003568911,0.006065584,0.0067910075
8,2,236,1,1,1,1,1,1,0.003872607,0.004074982,0.004963167,0.00746604
8,2,237,3,3,1,1,1,0.75,0.005788027,0.003608253,0.004612313,0.0067291635
8,2,238,3,3,1,1,1,0.75,0.003949138,0.003771824,0.005478671,0.007299909
8,2,239,1,1,1,1,1,0.75,0.003493997,0.003565408,0.006110586,0.0069033785
8,2,240,1,1,1,1,1,0.75,0.003505315,0.004739504,0.007075033,0.007055362
8,2,241,1,1,1,1,1,0.75,0.003524987,0.003219942,0.004315622,0.006393534
8,2,242,1,1,1,1,1,1,0.003782334,0.003727361,0.004522308,0.007277677
8,2,243,1,1,1,1,1,1,0.004069054,0.003870721,0.005089011,0.006938544
8,2,244,5,5,1,1,1,0.75,0.00402001,0.003768052,0.008598098,0.0105982675
8,2,245,2,2,1,1,1,1,0.003168742,0.003233954,0.00453686,0.006556835
8,2,246,7,7,1,1,1,0.75,0.003412885,0.003154998,0.005396481,0.006784675
8,2,247,5,5,1,1,1,0.75,0.003668077,0.004379757,0.004345534,0.005852566
8,2,248,1,1,1,1,1,0.75,0.003726283,0.003850241,0.006225112,0.005899589
8,2,249,3,3,1,1,1,0.75,0.002976068,0.002946426,0.00435254,0.0056006075
8,2,250,2,2,1,1,1,0.75,0.003066072,0.003084127,0.00450641,0.005554932
8,4,1,5,5.09901951359278,1,1,1,1,0.004309694,0.003755926,0.0047775,0.0072185275
8,4,2,2.5,2.91547594742265,1,1,1,1,0.003146914,0.003284615,0.006162056,0.007065601
8,4,3,5,5.09901951359278,1,1,1,1,0.00367697,0.003691251,0.00557137,0.0118068565
8,4,4,2,2.23606797749979,1,1,1,1,0.003752153,0.003231799,0.004155555,0.0070303
8,4,5,2.5,2.91547594742265,1,1,1,1,0.003532801,0.005159075,0.004862115,0.013822521
8,4,6,3.5,3.80788655293195,1,1,1,1,0.006481113,0.004088187,0.006020583,0.007987606
8,4,7,3,3.60555127546399,1,1,1,1,0.003347134,0.003800388,0.005038081,0.010595438
8,4,8,4.5,4.74341649025257,1,1,1,1,0.00335899,0.003491572,0.007121652,0.011102183
8,4,9,4.5,4.74341649025257,1,1,1,1,0.003561634,0.003472439,0.006013037,0.012887312
8,4,10,4,4.47213595499958,1,1,1,1,0.005957525,0.003562712,0.004901189,0.0083088185
8,4,11,4,4.47213595499958,1,1,1,1,0.005911176,0.003523638,0.005117306,0.008082326
8,4,12,4,4.47213595499958,1,1,1,1,0.003240422,0.003588312,0.007227285,0.0078190495
8,4,13,2,2.23606797749979,1,1,1,0.5,0.00380982,0.005374115,0.005784254,0.0075022835
8,4,14,3.5,3.80788655293195,1,1,1,1,0.005713383,0.003702299,0.006306224,0.012571084
8,4,15,3.5,3.80788655293195,1,1,1,1,0.006094688,0.003637356,0.005519361,0.00712529
8,4,16,3.5,4.30116263352131,1,1,1,1,0.006256372,0.00369206,0.00606262,0.007969012
8,4,17,2.5,2.91547594742265,1,1,1,1,0.005077963,0.004899302,0.00460854,0.0078583935
8,4,18,4,4.47213595499958,1,1,1,1,0.003937011,0.004373828,0.004635218,0.0073317065
8,4,19,4.5,4.74341649025257,1,1,1,1,0.003226139,0.003290005,0.008487614,0.0074327595
8,4,20,3.5,3.80788655293195,1,1,1,1,0.003280843,0.004249331,0.006017887,0.0072871085
8,4,21,3.5,4.30116263352131,1,1,1,1,0.003679125,0.004169298,0.004908195,0.007824439
8,4,22,4,4.12310562561766,1,1,1,1,0.003558671,0.003556245,0.005575412,0.0105306295
8,4,23,3.5,4.30116263352131,1,1,1,1,0.003676431,0.003619033,0.004744355,0.007681618
8,4,24,6,6.08276253029822,1,1,1,0.5,0.003677778,0.004391884,0.00466486,0.006926688
8,4,25,2.5,2.91547594742265,1,1,1,1,0.003712809,0.003910873,0.004812801,0.0082592355
8,4,26,3.5,3.80788655293195,1,1,1,1,0.003693138,0.003679934,0.004899572,0.0100462505
8,4,27,3,3.60555127546399,1,1,1,1,0.003873146,0.005067454,0.004647614,0.0077425195
8,4,28,3.5,3.80788655293195,1,1,1,1,0.003554629,0.005092785,0.006620161,0.00765521
8,4,29,2.5,2.91547594742265,1,1,1,1,0.003612834,0.003265213,0.005738713,0.0073261825
8,4,30,4,5,1,1,1,1,0.003604211,0.003665382,0.006524229,0.0071469825
8,4,31,5,5.09901951359278,1,1,1,1,0.003834342,0.003747032,0.004794207,0.0121728025
8,4,32,4,4.47213595499958,1,1,1,1,0.003890662,0.00378422,0.004595875,0.006786965
8,4,33,6,6.08276253029822,1,1,1,0.5,0.003621189,0.004030519,0.005579454,0.007120035
8,4,34,5,5.09901951359278,1,1,1,1,0.003264136,0.003310485,0.004867235,0.0102882375
8,4,35,4,4.12310562561766,1,1,1,1,0.003719277,0.003515555,0.004679951,0.0073066455
8,4,36,3.5,4.30116263352131,1,1,1,1,0.003994679,0.003827067,0.008033551,0.007546073
8,4,37,4,4.12310562561766,1,1,1,0.5,0.003564329,0.003302131,0.006084178,0.011823699
8,4,38,2.5,2.91547594742265,1,1,1,1,0.003877997,0.003777214,0.00945772,0.0102409455
8,4,39,3.5,3.80788655293195,1,1,1,1,0.004689112,0.00405531,0.007273904,0.007740498
8,4,40,3,3.60555127546399,1,1,1,1,0.005231024,0.004816573,0.010226528,0.0105163475
8,4,41,3.5,4.30116263352131,1,1,1,1,0.003405609,0.003786645,0.00661558,0.012585097
8,4,42,5,5.3851648071345,1,1,1,0.5,0.003761584,0.006266612,0.007587572,0.008641619
8,4,43,4,4.12310562561766,1,1,1,1,0.006754898,0.005721736,0.00482358,0.0068919255
8,4,44,5.5,5.70087712549569,1,1,1,1,0.00610385,0.005012212,0.006746814,0.01119596
8,4,45,6,6.08276253029822,1,1,1,0.5,0.004928944,0.00366646,0.005413727,0.007081096
8,4,46,4,4.12310562561766,1,1,1,1,0.003280843,0.00371281,0.004706089,0.0069243975
8,4,47,3.5,3.80788655293195,1,1,1,1,0.005364684,0.003893357,0.004559765,0.0068422075
8,4,48,3,3.16227766016838,1,1,1,1,0.003479715,0.00372278,0.006353652,0.006694536
8,4,49,2.5,2.91547594742265,1,1,1,1,0.002995201,0.002940228,0.006284128,0.0062481535
8,4,50,3.5,3.80788655293195,1,1,1,1,0.003064186,0.0029599,0.004292178,0.0059439165
8,4,51,5.5,5.70087712549569,1,1,1,1,0.006672709,0.004052346,0.005358216,0.0078007255
8,4,52,4,4.47213595499958,1,1,1,1,0.006458208,0.003941862,0.006585669,0.0127435475
8,4,53,3,3.60555127546399,1,1,1,0.5,0.003803083,0.003831378,0.004741929,0.0110868225
8,4,54,4,5,1,1,1,1,0.003520136,0.00355409,0.007279294,0.006947033
8,4,55,5,5.09901951359278,1,1,1,1,0.003260094,0.003230991,0.005020026,0.010197964
